split,group_column,group_value,row_count,mae,rmse,mean_error,median_absolute_error,p90_absolute_error,total_error_contribution
test,Route,130,221,9.861990548906283,18.20805239084868,-4.0594863244311306,5.908464431762695,19.22649383544922,2179.4999113082886
test,Route,168,289,7.425994991843676,16.902858486696836,-2.454906744115493,4.718586921691896,12.044627952575683,2146.1125526428223
test,Route,134,241,8.803522476022174,22.15658595435515,-6.069266491411138,2.621771812438965,16.534164428710938,2121.648916721344
test,Route,14,222,9.500658693614307,17.898941538472094,-2.5819195616352664,5.896744728088379,18.708717155456544,2109.146229982376
test,Route,21,247,8.52034906626713,15.287744972503802,-5.533398952561352,5.099773406982422,16.343916320800783,2104.526219367981
test,Route,107,160,12.470829969644546,24.446602349692874,-6.571983188390732,6.442524433135985,24.936660575866686,1995.3327951431274
test,Route,169,175,11.211756003243583,20.631966961738886,-5.57639894757952,7.182125091552734,19.387408065795896,1962.057300567627
test,Route,46,204,9.478155582558875,22.80517402222606,-4.873690916042702,4.865747451782227,15.228360939025894,1933.5437388420105
test,Route,26,191,10.007949771681382,13.494567666791156,-2.004560468084525,8.030851364135746,18.962203979492188,1911.518406391144
test,Route,80,189,9.492478602777712,21.10080980196624,-0.7863794508434477,3.7596664428710973,19.142561721801766,1794.0784559249876
test,Route,996,370,4.77486406274744,16.06096952492929,-1.8214991105569376,1.2916605472564706,9.426289176940925,1766.6997032165527
test,Route,8,145,12.068827497548071,27.833195830035102,-4.841512410394077,5.0507659912109375,21.623706817626953,1749.9799871444702
test,Route,31,164,10.363821314602363,26.42889922193739,-3.9479341274354516,2.443763732910157,25.901740264892595,1699.6666955947876
test,Route,50,111,15.10343616932362,35.906897889902496,-10.181412000913877,4.6856184005737305,26.878939628601074,1676.4814147949219
test,Route,104,151,11.04637061681179,20.831087476692343,-5.649814817289643,8.884407043457031,16.536672592163086,1668.0019631385803
test,Route,67,164,9.939007064191307,20.77534038622101,-3.21459843763491,4.022319793701172,22.553430938720716,1629.9971585273743
test,Route,57,205,7.878482367352741,17.935976835005455,-4.728074632039884,4.557750701904297,13.417210388183587,1615.088885307312
test,Route,111,201,8.020249983564538,19.792490986998217,-5.280656525151646,2.2780799865722656,13.105718612670898,1612.0702466964722
test,Route,56,162,9.94247461837015,20.384196590115558,-0.16466655848938747,6.346100807189941,17.349828147888186,1610.6808881759644
test,Route,508,100,15.563116993904114,25.070553607076853,-10.572750306129455,8.776992321014404,37.56597843170176,1556.3116993904114
test,Route,905,311,4.963994726874054,14.703674180415783,-3.2107632735151186,2.4251794815063477,6.8875226974487305,1543.8023600578308
test,Route,61,167,9.142312515281631,22.147306938289184,-2.3354811040227283,4.904646873474119,14.850036811828614,1526.7661900520325
test,Route,126,156,9.778446949445284,21.457898541064786,-3.1745613538301907,5.365841865539551,17.406147003173828,1525.4377241134644
test,Route,66,149,10.0352762337499,15.400462649329977,-3.4742281740943857,6.690061569213867,16.26844787597657,1495.2561588287351
test,Route,20,198,7.468207390621455,12.885115865700259,-2.1458130244052773,4.562716007232665,15.35468740463257,1478.705063343048
test,Route,995,280,5.229375185285296,15.07850186059752,-0.5371749401092529,2.8413381576538086,8.289035892486568,1464.2250518798828
test,Route,113,184,7.8747573002525,14.130487975211008,-2.0117380619049072,4.445138931274414,18.3786394119263,1448.95534324646
test,Route,78,131,10.744663751762332,18.03975472159608,-6.994388904280335,7.226742744445801,16.354307174682617,1407.5509514808655
test,Route,15,123,11.421080662952207,22.08587939546825,-1.958290561427915,8.99572372436523,17.49601707458496,1404.7929215431213
test,Route,941,192,7.251333783070247,15.31490895640168,-2.955532024304072,2.7030386924743635,14.207740402221681,1392.2560863494873
test,Route,952,240,5.092796210447947,15.397345111808136,0.7066633900006613,1.684195041656495,11.092975616455078,1222.2710905075073
test,Route,106,172,7.080272499905076,11.306765711322992,-1.7658520271611768,4.767543315887451,12.578475379943853,1217.806869983673
test,Route,900,401,3.0131368446825744,10.165325369759097,-0.2765294572064407,1.400007724761963,6.461052894592283,1208.2678747177124
test,Route,600,311,3.841219714923591,8.572202510399514,-2.3230596306790683,1.114963412284851,9.454929172992706,1194.6193313412368
test,Route,76,253,4.691849259990948,15.125298165430225,-2.3957728849569326,1.5645561218261719,9.175982666015628,1187.03786277771
test,Route,16,274,4.235707470970432,11.337549105589979,-0.7298655196698043,1.7522764205932608,9.747179985046387,1160.5838470458984
test,Route,44,374,3.0311751002296408,11.807082968239433,-1.1523440413296542,1.1486990451812744,3.8398452758789063,1133.6594874858856
test,Route,105,124,9.06582062859689,18.069889756232744,-1.008926833829572,4.6856465339660645,15.629213905334472,1124.1617579460144
test,Route,69,131,7.00707803609717,14.50058298472248,-3.684636054148201,4.134106636047363,14.127549171447754,917.9272227287292
test,Route,937,159,5.515248343629657,17.098273335471816,-1.557606226243313,2.2875804901123047,9.76922779083252,876.9244866371155
test,Route,23,152,5.373215073033383,16.796755547273364,-3.2411207337128487,1.3309073448181152,12.106330394744882,816.7286911010742
test,Route,62,106,7.463746583686684,12.180080283053755,-2.8458632433189535,4.561014652252197,13.79294490814209,791.1571378707886
test,Route,989,145,5.348455652697333,13.346156783077571,-2.1078220235890357,2.592707633972168,10.095465087890624,775.5260696411133
test,Route,945,174,4.359311073675923,7.632810402611746,-1.543361704925011,2.916231155395508,8.547180175781257,758.5201268196106
test,Route,904,134,5.283315624763716,15.752416319926859,-1.159648548311262,1.9117841720581064,8.57058620452881,707.964293718338
test,Route,902,239,2.896577825107335,7.670185793251896,-0.915574359095745,1.5610771179199219,4.5240964889526385,692.2821002006531
test,Route,984,155,3.8593015209321053,9.698384036735188,-1.7998157839621267,1.8187856674194336,6.941022872924803,598.1917357444763
test,Route,22,161,3.5595537446300436,6.009600175075928,1.5867904520923306,1.768498420715332,9.3050537109375,573.088152885437
test,Route,986,151,3.4152915872485434,7.948091428577461,-1.9539968004289843,2.3432216644287127,4.642923831939697,515.70902967453
test,Route,999,250,1.918247491005808,4.230308652969071,-0.7847128597460687,0.735736757516861,5.49230405092239,479.56187275145203
test,Route,924,150,2.9631936359405517,7.582283019094596,-1.9180798435211182,1.4282174110412598,5.652394580841058,444.47904539108276
test,delay_bucket,16-30,18270,7.793444424717558,9.471356170963869,-6.171607544129183,6.7690248489379865,15.181450366973877,142386.2296395898
test,delay_bucket,121-240,776,135.7872438756461,140.52307001474045,-135.7872438756461,131.81286907196045,189.13010454177856,105370.90124750139
test,delay_bucket,0-5,12120,8.509623954739036,11.646970237763117,8.445614070809599,7.114337682723999,16.132125854492188,103136.64233143712
test,delay_bucket,61-120,1444,54.48567912007303,58.200760921633886,-54.48392934696826,54.575411796569824,80.65528764724732,78677.32064938545
test,delay_bucket,6-10,27107,2.390406111083502,4.2305537648748786,1.0335764932535614,1.4971590042114258,4.838215637207031,64796.73845314049
test,delay_bucket,31-60,2359,19.869811074467925,23.405459776562207,-18.517298627526337,19.350303649902344,37.131553554534946,46872.88432466984
test,delay_bucket,11-15,11058,3.2832741491708126,4.95767616467808,-1.0422263125745659,2.392885208129883,6.1585649490356476,36306.44554153085
test,hour,15,5039,7.6969072803230985,18.4241549011613,-2.428511909112899,3.3107604980468768,15.118148612976073,38784.71578554809
test,hour,17,4845,7.333266264286327,18.689349993339075,-2.699831810818122,2.950450897216797,13.49429321289063,35529.67505046725
test,hour,16,5115,6.835942800193005,16.192506653792208,-1.3679222881094801,3.144619941711426,13.482128334045417,34965.84742298722
test,hour,14,4718,6.629470042521138,14.93643068730246,-1.7656988900955475,3.200458288192748,13.114645671844485,31277.83966061473
test,hour,18,4194,7.261536132595797,18.093471457423743,-2.6506245873147214,2.838196277618408,13.349441909790045,30454.882540106773
test,hour,19,3375,8.079043916797197,19.367478015593566,-3.5927561687650504,3.1982498168945312,15.850926399230955,27266.773219190538
test,hour,6,3209,8.349961504802206,20.014136543592745,-4.477186523842251,3.2297182083129883,15.681790733337412,26795.026468910277
test,hour,20,3220,7.8886881548425425,19.780052631769546,-3.1640651653272025,2.984745979309082,15.798649311065672,25401.575858592987
test,hour,8,3121,7.950589994037239,20.09992021618698,-3.309315112038363,3.0986151695251465,15.122523307800291,24813.791371390224
test,hour,22,2412,9.990166569372661,22.826866035683402,-3.966383252181669,3.98408842086792,20.78146133422852,24096.281765326858
test,hour,13,3753,6.411451254324883,14.374055807072597,-1.719087404360493,2.9032516479492188,13.661129188537604,24062.17655748129
test,hour,5,2818,8.496398200557916,19.550145795491648,-4.031627328837696,4.417731761932373,16.797068214416516,23942.85012917221
test,hour,9,3220,7.254725307887941,15.966126199026668,-2.8284596539478493,3.2214670181274423,15.309468650817868,23360.21549139917
test,hour,12,3319,6.920630575681027,17.365106550932737,-2.8458179867781226,2.7806997299194336,14.030405044555675,22969.57288068533
test,hour,7,3040,7.4808172389276715,19.330111670748888,-3.6639361065665357,2.909120559692382,13.694832229614256,22741.684406340122
test,hour,21,2797,7.94935060026904,18.878862749193782,-2.668115573245626,3.4339237213134766,16.11355085372925,22234.333628952503
test,hour,23,2072,10.656617472164017,24.728916935865083,-4.835978534022296,4.17732048034668,20.91870708465576,22080.511402323842
test,hour,10,3205,6.875031564546264,15.529822772726687,-2.6921228329123648,3.047384262084961,14.448808288574217,22034.476164370775
test,hour,11,3105,6.80817571575101,16.088990804830395,-2.5723817780592904,2.7749938964843768,14.593564414978024,21139.385597406887
test,hour,2,1317,15.494958340037186,32.50915702643901,-8.520251384219637,6.829280853271484,26.657411956787133,20406.860133828974
test,hour,0,1672,8.430035590816905,17.38819487375345,-2.393201552914081,3.5117554664611816,18.736507070064576,14095.019507845866
test,hour,4,1247,10.736759920590337,18.92951224889214,-4.755518182867178,6.645786285400391,22.130892944335937,13388.73962097615
test,hour,1,1371,9.716386488853818,18.573882711212516,-2.7343933909909324,5.892814636230469,18.963365077972412,13321.165876218583
test,hour,3,950,13.035538575913954,24.723280505230427,-7.14476962445794,7.151110887527464,23.541072273254397,12383.761647118255
test,mode,bus,58988,7.5682679264156,18.394845990523386,-2.902571236905461,3.3014535903930664,14.57611951828003,446436.9884434034
test,mode,streetcar,14146,9.26835669050272,19.87386639623919,-3.563787531396291,3.634356737136841,21.218867540359497,131110.17374385148
test,month,5,6699,8.246369998296494,19.117004148751178,-2.33998387221401,3.583918571472168,16.676145935058585,55242.43261858822
test,month,8,6410,8.01074484522206,19.40791513191559,-3.484381878993208,3.1868066787719735,15.659556770324716,51348.874457873404
test,month,6,6690,7.533370813336474,16.530005907665863,-2.0679790503007145,3.476901054382324,15.639151191711427,50398.25074122101
test,month,7,6533,7.578508173483775,18.581369249516367,-2.756390679223366,3.108942985534668,14.596241378784182,49510.393897369504
test,month,1,6062,7.973870586108568,20.88688790760993,-3.95971355543981,3.0039453506469727,15.098167324066178,48337.603492990136
test,month,12,6093,7.92845846628833,18.444039799477288,-3.564476406188513,3.5471954345703125,15.024928665161134,48308.097435094794
test,month,4,6151,7.699975845401926,17.853554932749176,-2.516803448867244,3.2791929244995117,15.475101470947266,47362.55142506724
test,month,9,5959,7.915075740351695,18.71558122595884,-3.100364746553703,3.425090789794922,15.090394401550284,47165.93633675575
test,month,10,5713,8.10802946405858,18.671737397526826,-3.242840617640818,3.5935144424438477,15.924477672576911,46321.17232816667
test,month,3,5936,7.736192078034662,16.933730343464365,-2.3545381419343068,3.4350748062133807,17.02368927001953,45922.036175213754
test,month,11,5501,8.327406292255894,20.26674611511682,-3.843253165052943,3.647637367248535,15.219707489013672,45809.06201369967
test,month,2,5387,7.7632729283858835,18.69182904687167,-3.4258025262272462,3.1638431549072266,15.657174015045188,41820.751265214756
validation,Direction,E,15655,7.203351899516045,16.859347643598294,-3.1697658902918784,3.1579842567443848,14.642270469665537,112768.4739869237
validation,Direction,Unknown,11633,9.143858800616833,21.363878400232057,-4.3184007345622115,3.855001449584961,18.63563804626465,106370.50942757561
validation,Direction,W,14785,7.190221171542665,16.85752861014541,-3.193027609091354,3.054931163787842,14.497544479370116,106307.4200212583
validation,Direction,N,14328,6.771673608169849,16.078049194576526,-2.577758810374239,2.7579976320266724,13.969285488128667,97024.53945785761
validation,Direction,S,13594,6.684866031660602,15.879020576404148,-2.775256895032002,2.6616477966308594,13.825996780395508,90874.06883439422
validation,Direction,B,68,42.54776085124296,59.14081341525535,-18.278123336679794,28.523012161254883,102.84540977478028,2893.2477378845215
validation,Incident,Diversion,4623,38.169712435392086,55.25188661324829,-18.127728393834417,24.398210525512695,94.65198211669923,176458.58058881763
validation,Incident,Mechanical,20893,3.7303641060659554,6.55837639889068,-1.4570661938377893,2.1732120513916016,8.540593910217286,77938.49726803601
validation,Incident,General Delay,5213,9.339745243486398,15.600314610603265,-5.235420606939636,7.255693435668945,17.406764221191406,48688.09195429459
validation,Incident,Operations - Operator,11359,4.020628630123211,6.687109767406665,-1.060564879435911,2.404110908508301,9.131432914733889,45670.32060956955
validation,Incident,Security,6524,6.423629709575976,10.84271150792952,-1.9860671516393662,4.348931789398193,13.188884782791135,41907.76022527367
validation,Incident,Emergency Services,4266,6.44041312788433,10.667735557597139,-3.2133428245412046,4.120520353317261,14.739190101623535,27474.802403554553
validation,Incident,Collision - TTC,3909,4.177446089315675,7.894603459055871,-1.4943507707485513,2.3002672195434553,9.9147216796875,16329.636763134971
validation,Incident,Held By,1131,12.621239190497933,26.252477936160325,-5.151988989794602,5.758212089538574,26.219922065734863,14274.621524453163
validation,Incident,Operations,2851,4.475014255940391,11.775809818625824,-3.1009181246281674,1.858691692352295,8.916196346282959,12758.265643686056
validation,Incident,Cleaning - Unsanitary,3227,3.5692326049520977,6.076939493406174,-1.739790061844884,1.9564123153686523,8.776792907714846,11517.91361618042
validation,Incident,Utilized Off Route,2696,4.0410226466747705,9.478492380232005,-2.351430400211132,2.0097708702087402,8.5113525390625,10894.59705543518
validation,Incident,Collision - TTC Involved,666,14.464327622909803,28.257433054647453,-6.795197595615645,5.9552369117736825,42.209792613983154,9633.24219685793
validation,Incident,Investigation,1488,5.787410856775379,12.318701019425571,-1.2754084713036014,3.2510154247283936,11.671695613861084,8611.667354881763
validation,Incident,Road Blocked - NON-TTC Collision,235,32.221095379362716,45.17995646954617,-5.1121472886268124,23.01055908203125,72.6713912963867,7571.957414150238
validation,Incident,Vision,787,4.152926117484724,6.449301756722352,-2.032502000751459,2.7556629180908203,9.26611919403076,3268.352854460478
validation,Incident,Overhead,86,25.669895754304044,46.206844841935286,-11.417747370032377,11.32712173461914,85.2594702243805,2207.6110348701477
validation,Incident,Rail/Switches,76,12.39237919763515,27.017759670290886,0.17758016994124964,9.721178531646729,14.75648546218872,941.8208190202713
validation,Incident,Other,33,2.743034521738688,3.581806769564696,-1.953676902886593,2.232637405395508,7.032593536376954,90.52013921737671
validation,Location,KENNEDY STATION,1232,4.905481931130559,10.151534966367576,-2.103454942808958,3.0596165657043466,9.896189975738528,6043.553739152849
validation,Location,EGLINTON STATION,903,5.232172596873767,10.141610972221928,-2.5479955787905557,3.091517448425291,10.683473587036135,4724.651854977012
validation,Location,KIPLING STATION,1067,4.412726892135695,6.300661037620417,-1.9537871726897686,2.7847976684570312,10.132722854614258,4708.379593908787
validation,Location,FINCH STATION,925,4.403829267508275,6.958577928173684,-1.1483821362740285,2.3880176544189453,10.235906600952148,4073.5420724451546
validation,Location,WILSON STATION,981,4.02555262131064,7.543946870570283,-1.9679922795076983,2.041006088256836,9.272903442382812,3949.0671215057373
validation,Location,WARDEN STATION,610,6.266395111797286,9.927169580393814,-2.033130351295237,4.268035650253296,13.867763280868532,3822.501018196345
validation,Location,DUNDAS WEST STATION,527,6.218097615852754,11.78315970270141,-3.7134770104057195,3.3712663650512695,12.881273078918472,3276.9374435544014
validation,Location,PAPE STATION,673,4.2626007046511765,6.033867626484413,0.6682430738237248,2.8936328887939435,9.295565414428715,2868.730274230242
validation,Location,PIONEER VILLAGE STATIO,874,3.161307139582165,6.275611122952589,-1.085181751022077,1.8569488525390634,6.553036880493165,2762.982439994812
validation,Location,SHEPPARD WEST STATION,480,5.547910767048597,9.345623682335534,-2.4304769155879815,3.7042388916015625,11.714516925811768,2662.9971681833267
validation,Location,SCARBOROUGH CENTRE STATION,597,4.392647153390977,7.947146389848692,-1.887473459996305,2.796855926513672,9.00011825561523,2622.4103505744133
validation,Location,LAWRENCE WEST STATION,302,7.534112734510409,10.419001829535608,-4.105188530801938,5.606053829193115,14.746456909179692,2275.3020458221436
validation,Location,VICTORIA PARK STATION,593,3.666749155843037,8.019184546619714,-1.3243391333904877,1.4168930053710938,9.50722160339356,2174.382249414921
validation,Location,DON MILLS STATION,440,4.92661399201236,7.326694831603891,-1.8611395542255857,3.0179705619811994,11.136672115325931,2167.7101564854383
validation,Location,ENTIRE ROUTE,203,10.199421904063577,14.476012419687507,-0.8403588254463497,8.224135398864746,18.88746089935303,2070.482646524906
validation,Location,YORK MILLS STATION,405,4.986757889206027,8.069585517590928,-2.098970424098733,2.930098533630373,12.049447631835942,2019.6369451284409
validation,Location,JANE STATION,435,4.336089039396966,10.354740290407603,-1.7072049968544094,1.9739151000976562,9.806310653686523,1886.1987321376803
validation,Location,EGLINTON WEST STATION,523,3.4987731428948687,6.027976403502816,-1.93558931601435,1.699197769165039,8.607691383361816,1829.8583537340164
validation,Location,ISLINGTON STATION,273,6.43510883981055,9.910864339335257,-3.301800387246268,5.137892723083496,11.685047149658205,1756.78471326828
validation,Location,DAVISVILLE STATION,163,10.555529724235184,17.35866070677732,-7.633543557550278,6.699095726013184,21.153973770141608,1720.551345050335
validation,Location,SPADINA STATION,285,5.734317392006255,9.15206235266768,-2.316614610479589,2.8015995025634766,14.95470743179321,1634.2804567217827
validation,Location,BROADVIEW STATION,288,5.512715404542784,13.610539747817132,-2.840042607548336,2.417428731918335,11.65128140449524,1587.6620365083218
validation,Location,QUEEN AND BROADVIEW,157,9.9643501662145,18.710418504738872,-4.0228527605913245,4.578953742980955,25.826853561401382,1564.4029760956764
validation,Location,KEELE STATION,431,3.5559597120484177,6.0288484048052835,-0.3858724210212513,1.9779338836669922,8.946544647216797,1532.618635892868
validation,Location,ROYAL YORK STATION,226,6.648224984913801,10.351673228553848,-3.3144252318724066,5.282508850097656,12.764331340789795,1502.498846590519
validation,Location,KING AND SPADINA,110,12.601020303097638,25.656573540884004,-6.842032985795628,5.178807735443115,30.614216423034673,1386.1122333407402
validation,Location,MAIN STREET STATION,295,4.398267550387625,7.632131748634797,-1.2255482512005305,2.1845808029174805,10.577783584594728,1297.4889273643494
validation,Location,LAWRENCE STATION,203,6.36937229504139,11.060765571182555,-3.342520565822207,4.67669677734375,12.693149566650394,1292.982575893402
validation,Location,RUNNYMEDE STATION,170,7.277228699186269,10.232665435829043,-2.3393724594046086,5.354392528533934,13.922224044799805,1237.1288788616657
validation,Location,CASTLE FRANK STATION,279,4.338256524241526,7.549170532213872,-0.25384321840860513,2.627793312072754,8.603265190124512,1210.3735702633858
validation,Location,COXWELL STATION,173,6.916397272851426,16.731994801954976,-0.9343438021020393,4.195192337036133,11.86337471008301,1196.5367282032967
validation,Location,FINCH WEST STATION,452,2.5987988735458494,5.024567072533098,-0.35442302804605097,1.2861135005950928,6.674911499023441,1174.6570908427238
validation,Location,STREET CLAIR STATION,229,5.12430737359555,10.791275147680743,-1.9793493277901646,2.5872964859008807,11.974094295501711,1173.466388553381
validation,Location,BATHURST STATION,353,3.294636636634724,7.303789080015234,-1.42740010767753,1.4298954010009766,7.467569446563721,1163.0067327320576
validation,Location,YONGE AND STEELES,113,9.982925156576444,31.22147764528053,-6.305221041746899,2.767923355102541,10.660164260864256,1128.0705426931381
validation,Location,QUEEN AND DUFFERIN,176,6.36784038591114,16.273260890045087,-3.239182857965881,1.8089089393615723,11.977429151535034,1120.7399079203606
validation,Location,STREET CLAIR WEST STATION,172,6.33519168856532,10.474645878673808,-0.8573782506377198,3.071390151977539,13.590251541137697,1089.6529704332352
validation,Location,KING AND BATHURST,125,8.674527012348175,17.96544466285851,-2.5985401644706725,4.108240127563477,19.006873607635498,1084.3158765435219
validation,Location,LONG BRANCH LOOP,192,5.441296672215685,9.748269441967853,-2.5115489629873387,3.0821609497070304,11.821168547868732,1044.7289610654116
validation,Location,YORKDALE STATION,168,5.819125114596405,10.875132967037256,-3.1704008279789595,4.606092929840088,9.537265777587892,977.6130192521961
validation,Location,KINGSTON LOOP,178,5.452309389295203,9.56963160768161,0.42361193811625575,3.7310606241226196,7.145796585083009,970.5110712945461
validation,Location,KINGSTON ROAD LOOP,101,9.180218310196802,25.89372079907585,-3.3021979088535405,4.073288917541504,8.077143669128418,927.202049329877
validation,Location,OSSINGTON STATION,199,4.614773394025151,11.320411361386352,-2.467907962637331,2.38552188873291,8.377611351013185,918.339905411005
validation,Location,QUEEN AND RONCESVALLES,155,5.798104074693495,9.600292801336444,-0.8205096175593715,2.9055867195129395,15.669541740417477,898.7061315774918
validation,Location,QUEEN AND KINGSTON,127,6.95507455505724,16.607929430691634,-3.4531136650269425,2.6436829566955566,11.728082275390628,883.2944684922695
validation,Location,UNION STATION,149,5.915387628462491,12.3537350409018,-1.8375365770103147,3.1811766624450684,11.797657394409185,881.3927566409111
validation,Location,QUEEN AND SPADINA,132,6.635041176369696,13.58269817226924,-1.5822158248135538,3.205535411834717,16.071872258186346,875.8254352807999
validation,Location,WILSON GARAGE,212,4.038468177096461,6.945237757686364,-2.2045329129499085,2.16520619392395,9.384635639190675,856.1552535444497
validation,Location,WOODBINE STATION,121,6.810818474154827,10.330259837110559,-2.002629958893642,4.886391639709473,15.525589942932127,824.1090353727341
validation,Location,SPADINA AND KING,104,7.601339491514059,15.32858531427416,-4.152883598437676,2.9439826011657715,18.694536399841333,790.5393071174622
validation,Location,LAWRENCE AND JANE,122,6.051205478730749,7.992495959320234,-2.511514069604092,4.776697158813477,11.823497009277345,738.2470684051514
validation,Location,QUEEN AND LESLIE,114,6.440551249604476,11.33138016233393,0.48981401167417826,3.8868870735168457,11.709282779693604,734.2228424549103
validation,Location,RENFORTH STATION,209,3.457045559677781,9.092594461022426,-3.1200871901078657,1.8155336380004883,5.479032707214357,722.5225219726562
validation,Location,MARKHAM AND SHEPPARD,111,6.415706939525433,9.548735483004974,-0.8672165054458756,4.529052734375,14.624155044555664,712.143470287323
validation,Location,STEELES LOOP,167,4.249329366369875,7.055638438920906,-0.09406315423771296,2.694119691848755,8.211045074462891,709.6380041837691
validation,Location,SPADINA AND QUEEN,113,6.047740860322936,18.821299984045908,-3.9049135478196946,2.0741376876831055,10.466971588134763,683.3947172164917
validation,Location,SCARBOROUGH TOWN CENTR,127,5.208551024358104,7.812626871977104,-2.329286563584185,3.6618051528930664,10.73452033996582,661.4859800934792
validation,Location,SHEPPARD STATION,121,5.0857385298437325,7.488642613720907,-2.674023016425204,3.133678436279297,12.717673301696776,615.3743621110916
validation,Location,EXHIBITION LOOP,147,4.1462190207980925,12.027188994419825,-2.03901139976216,1.7479124069213867,7.187829399108888,609.4941960573196
validation,Location,BATHURST AND WILSON,243,2.4566914816942726,7.321483675517689,-1.1056005976818226,0.8080663681030273,5.4402790069580105,596.9760300517082
validation,Location,BINGHAM LOOP,121,4.917854102189875,11.567301552653014,-2.0495886782969324,1.5435905456542969,13.864212036132812,595.060346364975
validation,Location,PINE AND LAWRENCE,132,4.248323274381233,10.148284411114965,-3.0259826905799634,1.8754067420959482,10.998394775390627,560.7786722183228
validation,Location,JANE AND TRETHEWEY,149,3.7101876207646107,13.901012404533166,-1.5554563055102457,1.4653587341308594,4.00348644256592,552.817955493927
validation,Location,MALVERN GARAGE,105,5.208500111528806,8.703792517166749,-2.8787812069767997,2.947420120239258,11.249295997619631,546.8925117105246
validation,Location,WILSON AND JANE,133,4.090818623851116,5.826638443026313,-0.31088195528302887,2.65756893157959,9.022982788085937,544.0788769721985
validation,Location,ELLESMERE AND MARKHAM,111,4.67896952715006,17.583900092103036,-1.9001751397107098,2.5655641555786115,6.469231605529783,519.3656175136566
validation,Location,WOLSELEY LOOP,140,3.517836901119777,10.733715198303628,-1.1929222140993392,1.8657963275909424,4.59998083114624,492.4971661567688
validation,Location,MEADOWVALE LOOP,110,4.460808849334716,6.636281237297728,-1.9254218838431618,3.01190185546875,9.31679077148438,490.6889734268188
